Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC80370252013265LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130922174948_20130922180826.01,LT8BPF20130922174554_20130922180919.01,L8CPF20130920_20130930.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/22,2013:265:18:00:52.6943930,2013:265:18:01:24.4643890,9,80.05,38.41527497,161.19783836,5.999,5.915,42,2,Y,LPGS_2.5.0,50°16'52.18"N,106°46'23.38"W,51°21'05.00"N,107°43'53.51"W,50°53'33.65"N,105°05'33.32"W,49°11'37.43"N,105°51'50.94"W,49°38'42.97"N,108°24'47.12"W,50.28116,-106.77316,51.35139,-107.73153,50.89268,-105.09259,49.19373,-105.86415,49.64527,-108.41309,LC80370252013265LGN00,LC80370252013265LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013265LGN00
LC80380252013256LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20130913175604_20130913181530.01,LT8BPF20130913175210_20130913181623.02,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/13,2013:256:18:07:08.1910340,2013:256:18:07:39.9610300,9,14.25,41.63870951,159.19605244,5.219,4.674,310,2,Y,LPGS_2.5.0,50°16'51.74"N,108°19'50.02"W,51°21'04.64"N,109°17'20.26"W,50°53'32.96"N,106°38'59.75"W,49°11'36.96"N,107°25'17.51"W,49°38'42.83"N,109°58'14.12"W,50.28104,-108.33056,51.35129,-109.28896,50.89249,-106.64993,49.1936,-107.42153,49.64523,-109.97059,LC80380252013256LGN00,LC80380252013256LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252013256LGN00
LC80370252013249LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130906174955_20130906182318.01,LT8BPF20130906174601_20130906182411.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/06,2013:249:18:00:59.7283350,2013:249:18:01:31.4983310,9,39.99,44.07396856,157.539189,5.391,4.938,137,2,Y,LPGS_2.5.0,50°16'52.43"N,106°47'21.23"W,51°21'05.51"N,107°44'51.79"W,50°53'33.50"N,105°06'30.64"W,49°11'37.64"N,105°52'48.58"W,49°38'43.84"N,108°25'45.91"W,50.28123,-106.78923,51.35153,-107.74772,50.89264,-105.10851,49.19379,-105.88016,49.64551,-108.42942,LC80370252013249LGN00,LC80370252013249LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013249LGN00
LC80380252013240LGN01, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20130828175544_20130828181533.01,LT8BPF20130828163956_20130828175150.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/28,2013:240:18:07:11.7793160,2013:240:18:07:43.5493120,9,10.3,47.06097513,155.34603834,6.086,5.419,-1,2,Y,LPGS_2.4.0,50°16'52.82"N,108°20'07.69"W,51°21'05.90"N,109°17'36.92"W,50°53'34.19"N,106°39'17.96"W,49°11'38.00"N,107°25'36.30"W,49°38'43.91"N,109°58'31.58"W,50.28134,-108.33547,51.35164,-109.29359,50.89283,-106.65499,49.19389,-107.42675,49.64553,-109.97544,LC80380252013240LGN01,LC80380252013240LGN01,http://earthexplorer.usgs.gov/download/options/8704/LC80380252013240LGN01
LC80370252013233LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130821174932_20130821182319.01,LT8BPF20130821174538_20130821182412.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/21,2013:233:18:01:00.2455170,2013:233:18:01:32.0155130,9,.49,49.2486871,153.6480939,5.087,4.402,-1,2,Y,LPGS_2.4.0,50°16'51.96"N,106°46'58.73"W,51°21'05.18"N,107°44'26.95"W,50°53'33.40"N,105°06'09.14"W,49°11'36.96"N,105°52'27.98"W,49°38'42.97"N,108°25'22.19"W,50.2811,-106.78298,51.35144,-107.74082,50.89261,-105.10254,49.1936,-105.87444,49.64527,-108.42283,LC80370252013233LGN00,LC80370252013233LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013233LGN00
LC80380252013224LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20130812175852_20130812181555.01,LT8BPF20130812175458_20130812181648.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/12,2013:224:18:07:09.3227030,2013:224:18:07:41.0927000,9,8.23,51.846306,151.57144449,6.095,5.878,-1,2,Y,LPGS_2.4.0,50°16'52.14"N,108°19'09.01"W,51°21'05.33"N,109°16'35.36"W,50°53'34.22"N,106°38'21.23"W,49°11'37.10"N,107°24'40.18"W,49°38'42.43"N,109°57'30.85"W,50.28115,-108.31917,51.35148,-109.27649,50.89284,-106.63923,49.19364,-107.41116,49.64512,-109.95857,LC80380252013224LGN00,LC80380252013224LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252013224LGN00
LC80370252013217LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130805175242_20130805180832.01,LT8BPF20130805174848_20130805180925.02,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/08/05,2013:217:18:00:58.8140820,2013:217:18:01:30.5840780,9,65.25,53.68431198,150.11852022,5.298,4.994,44,2,Y,LPGS_2.5.0,50°16'51.60"N,106°46'21.14"W,51°21'05.00"N,107°43'46.13"W,50°53'33.83"N,105°05'33.72"W,49°11'36.46"N,105°51'53.35"W,49°38'41.82"N,108°24'42.34"W,50.281,-106.77254,51.35139,-107.72948,50.89273,-105.0927,49.19346,-105.86482,49.64495,-108.41176,LC80370252013217LGN00,LC80370252013217LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013217LGN00
LC80380252013208LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20130727175851_20130727181553.02,LT8BPF20130727175457_20130727181646.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/27,2013:208:18:07:08.1964210,2013:208:18:07:39.9664160,9,2.56,55.77080495,148.54982622,6.375,5.704,-1,2,Y,LPGS_2.4.0,50°16'51.28"N,108°18'44.06"W,51°21'04.79"N,109°16'07.54"W,50°53'34.26"N,106°37'58.40"W,49°11'36.24"N,107°24'18.07"W,49°38'40.92"N,109°57'03.82"W,50.28091,-108.31224,51.35133,-109.26876,50.89285,-106.63289,49.1934,-107.40502,49.6447,-109.95106,LC80380252013208LGN00,LC80380252013208LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252013208LGN00
LC80370252013201LGN01, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130720175239_20130720182314.01,LT8BPF20130720174845_20130720182407.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/20,2013:201:18:00:55.5564980,2013:201:18:01:27.3264940,9,58.33,57.15836658,147.63406557,5.533,6.082,-1,2,Y,LPGS_2.4.0,50°16'52.00"N,106°45'29.56"W,51°21'05.65"N,107°42'51.88"W,50°53'35.05"N,105°04'44.18"W,49°11'36.60"N,105°51'04.57"W,49°38'41.39"N,108°23'48.80"W,50.28111,-106.75821,51.35157,-107.71441,50.89307,-105.07894,49.1935,-105.85127,49.64483,-108.39689,LC80370252013201LGN01,LC80370252013201LGN01,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013201LGN01
LC80380252013192LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20130711175851_20130711181554.01,LT8BPF20130711175457_20130711181647.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/11,2013:192:18:07:08.4302280,2013:192:18:07:40.2002230,9,7.57,58.60404967,146.9284124,6.31,6.018,-1,2,Y,LPGS_2.4.0,50°16'51.31"N,108°18'50.04"W,51°21'04.82"N,109°16'12.04"W,50°53'34.48"N,106°38'05.14"W,49°11'36.02"N,107°24'25.34"W,49°38'40.52"N,109°57'08.71"W,50.28092,-108.3139,51.35134,-109.27001,50.89291,-106.63476,49.19334,-107.40704,49.64459,-109.95242,LC80380252013192LGN00,LC80380252013192LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252013192LGN00
LC80370252013185LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130704175240_20130704180831.01,LT8BPF20130704174846_20130704180924.01,L8CPF20130701_20130919.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/07/04,2013:185:18:00:57.2019370,2013:185:18:01:28.9719330,9,1.1,59.44254436,146.785844,4.952,4.709,-1,2,Y,LPGS_2.4.0,50°16'52.50"N,106°46'03.50"W,51°21'06.12"N,107°43'26.22"W,50°53'35.23"N,105°05'17.56"W,49°11'37.00"N,105°51'38.12"W,49°38'42.07"N,108°24'23.15"W,50.28125,-106.76764,51.3517,-107.72395,50.89312,-105.08821,49.19361,-105.86059,49.64502,-108.40643,LC80370252013185LGN00,LC80370252013185LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013185LGN00
LC80370252013169LGN01, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130618175240_20130618182311.01,LT8BPF20130618174847_20130618182403.01,L8CPF20130401_20130627.08,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/06/18,2013:169:18:00:54.5638460,2013:169:18:01:26.3338410,9,2.07,60.28488161,147.70586005,5.17,4.885,425,2,Y,LPGS_2.5.0,50°16'52.03"N,106°45'43.31"W,51°21'05.58"N,107°43'08.54"W,50°53'33.83"N,105°04'55.34"W,49°11'36.74"N,105°51'15.73"W,49°38'42.61"N,108°24'05.11"W,50.28112,-106.76203,51.35155,-107.71904,50.89273,-105.08204,49.19354,-105.85437,49.64517,-108.40142,LC80370252013169LGN01,LC80370252013169LGN01,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013169LGN01
LC80380252013160LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20130609175856_20130609181553.01,LT8BPF20130609175502_20130609181645.01,L8CPF20130401_20130627.08,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/06/09,2013:160:18:07:11.0253480,2013:160:18:07:40.8213680,9,68.99,60.04397662,148.83333862,6.072,5.042,38,2,Y,LPGS_2.5.0,50°16'51.64"N,108°19'47.93"W,51°17'34.58"N,109°18'41.51"W,50°50'03.59"N,106°40'36.73"W,49°15'06.23"N,107°23'46.46"W,49°42'14.00"N,109°56'49.16"W,50.28101,-108.32998,51.29294,-109.31153,50.83433,-106.67687,49.25173,-107.39624,49.70389,-109.94699,LC80380252013160LGN00,LC80380252013160LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252013160LGN00
LC80370252013137LGN01, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130517174933_20130517182315.01,LT8BPF20130517174539_20130517182407.01,L8CPF20130401_20130627.08,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/05/17,2013:137:18:00:58.9537900,2013:137:18:01:28.7498100,9,36.37,56.97298525,152.31057127,4.562,5.083,149,2,Y,LPGS_2.5.0,50°16'52.25"N,106°47'31.16"W,51°17'35.02"N,107°46'27.88"W,50°50'02.98"N,105°08'17.12"W,49°15'06.84"N,105°51'26.28"W,49°42'15.70"N,108°24'35.06"W,50.28118,-106.79199,51.29306,-107.77441,50.83416,-105.13809,49.2519,-105.8573,49.70436,-108.40974,LC80370252013137LGN01,LC80370252013137LGN01,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013137LGN01
LC80370252013121LGN01, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20130501174920_20130501182238.02,LT8BPF20130501174527_20130501181057.02,L8CPF20130401_20130627.08,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/05/01,2013:121:18:00:46.5085890,2013:121:18:01:16.3046100,9,15.48,52.92442097,154.25796118,5.018,5.283,-1,2,Y,LPGS_2.4.0,50°16'51.67"N,106°44'58.49"W,51°17'34.55"N,107°43'53.69"W,50°50'02.94"N,105°05'45.74"W,49°15'06.12"N,105°48'55.22"W,49°42'14.62"N,108°22'01.42"W,50.28102,-106.74958,51.29293,-107.73158,50.83415,-105.09604,49.2517,-105.81534,49.70406,-108.36706,LC80370252013121LGN01,LC80370252013121LGN01,http://earthexplorer.usgs.gov/download/options/8704/LC80370252013121LGN01
LC80380252013112LGN01, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20130422180016_20130422181427.01,LT8BPF20130422175623_20130422181519.01,L8CPF20130401_20130627.08,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/04/22,2013:112:18:06:56.5197180,2013:112:18:07:26.3157380,9,27.82,50.08951706,155.02750065,6.693,6.599,-1,2,Y,LPGS_2.4.0,50°16'52.72"N,108°17'45.78"W,51°17'35.70"N,109°16'38.14"W,50°50'04.42"N,106°38'34.44"W,49°15'07.16"N,107°21'44.71"W,49°42'15.30"N,109°54'46.80"W,50.28131,-108.29605,51.29325,-109.27726,50.83456,-106.6429,49.25199,-107.36242,49.70425,-109.913,LC80380252013112LGN01,LC80380252013112LGN01,http://earthexplorer.usgs.gov/download/options/8704/LC80380252013112LGN01
